age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,was_contacted_before,has_loan_burden,prev_success,age_group,economic_sentiment
18,self-employed,married,high.school,unknown,yes,no,cellular,sep,tue,1,999,0,failure,-1.8,92.646,-49.3,1.918,5099.1,no,0,1,0,young,0.06276150627615062
53,technician,married,professional.course,no,yes,no,telephone,nov,fri,5,999,0,nonexistent,-0.1,93.528,-31.6,4.919,4963.6,no,0,1,0,senior,0.8033472803347279
54,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,2,999,0,nonexistent,-0.1,93.405,-45.1,1.862,4963.6,no,0,0,0,senior,0.23849372384937223
18,technician,single,high.school,no,yes,no,telephone,may,wed,3,999,0,nonexistent,-0.1,94.561,-31.5,1.112,5008.7,yes,0,1,0,young,0.807531380753138
35,admin.,married,high.school,no,no,no,telephone,jul,thu,1,999,0,failure,1.1,94.736,-28.4,0.753,5191.0,no,0,0,0,middle_age,0.9372384937238494
35,technician,single,high.school,no,unknown,unknown,cellular,may,thu,1,999,0,nonexistent,-1.8,94.525,-32.8,4.09,4963.6,no,0,0,0,middle_age,0.7531380753138076
23,blue-collar,married,high.school,no,yes,no,telephone,feb,mon,1,999,0,nonexistent,-1.8,94.083,-50.0,2.042,5191.0,no,0,1,0,young,0.03347280334728022
30,blue-collar,married,high.school,no,no,no,cellular,jul,thu,2,999,0,nonexistent,-0.1,93.306,-35.0,4.976,5228.1,no,0,0,0,young_adult,0.6610878661087866
26,management,single,professional.course,unknown,no,no,cellular,may,thu,4,999,0,nonexistent,-1.1,92.536,-44.3,3.361,5099.1,yes,0,0,0,young_adult,0.27196652719665276
61,technician,single,basic.9y,no,no,no,telephone,feb,fri,4,999,2,failure,-1.8,94.433,-46.0,1.359,5176.3,no,1,0,0,senior,0.2008368200836819
51,admin.,married,unknown,unknown,no,no,cellular,jan,fri,1,999,0,nonexistent,-0.1,94.039,-32.6,2.116,5191.0,yes,0,0,0,senior,0.7615062761506275
55,entrepreneur,married,high.school,no,yes,no,cellular,nov,thu,5,999,0,nonexistent,-0.1,92.539,-43.9,2.894,5195.8,no,0,1,0,senior,0.28870292887029286
48,technician,single,basic.9y,unknown,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.427,-47.4,3.817,5008.7,no,0,0,0,middle_age,0.14225941422594138
26,management,married,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,93.931,-46.7,3.243,5008.7,no,0,1,0,young_adult,0.1715481171548115
33,blue-collar,married,university.degree,no,yes,no,cellular,nov,fri,5,999,0,nonexistent,1.1,94.526,-34.6,1.781,5228.1,yes,0,1,0,young_adult,0.6778242677824267
45,management,single,basic.4y,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.1,92.75,-39.9,2.734,5176.3,no,0,1,0,middle_age,0.45606694560669453
25,housemaid,married,professional.course,no,no,no,cellular,mar,thu,4,10,0,nonexistent,-1.8,93.258,-45.8,1.589,5191.0,no,0,0,0,young_adult,0.2092050209205021
48,technician,divorced,illiterate,unknown,yes,no,cellular,jun,mon,1,999,0,nonexistent,1.4,94.676,-48.9,2.177,5099.1,no,0,1,0,middle_age,0.07949790794979074
37,services,divorced,basic.9y,no,yes,no,cellular,mar,fri,1,999,0,nonexistent,-2.9,94.628,-28.4,1.894,4963.6,no,0,1,0,middle_age,0.9372384937238494
35,management,married,university.degree,unknown,yes,no,cellular,mar,tue,3,999,0,nonexistent,-1.8,93.994,-27.0,4.598,5195.8,no,0,1,0,middle_age,0.9958158995815899
48,unemployed,married,high.school,no,yes,no,cellular,sep,wed,1,999,0,nonexistent,1.1,93.417,-41.4,4.11,4963.6,no,0,1,0,middle_age,0.3933054393305439
45,management,married,basic.9y,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.1,93.158,-44.9,2.979,4963.6,no,0,1,0,middle_age,0.24686192468619242
35,admin.,married,university.degree,unknown,no,no,cellular,jul,tue,2,999,0,nonexistent,1.1,93.204,-49.8,1.402,5008.7,no,0,0,0,middle_age,0.041841004184100423
53,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,2,999,0,nonexistent,-0.1,93.497,-43.5,3.253,5099.1,no,0,1,0,senior,0.30543933054393296
27,management,married,university.degree,yes,yes,no,cellular,may,fri,5,999,0,nonexistent,-3.4,93.966,-36.9,2.198,5076.2,no,0,1,0,young_adult,0.5815899581589958
47,blue-collar,divorced,professional.course,no,yes,no,cellular,jun,thu,5,999,1,nonexistent,-0.1,93.512,-38.3,0.798,5076.2,no,1,1,0,middle_age,0.5230125523012552
47,technician,single,university.degree,unknown,no,no,telephone,feb,wed,3,999,0,success,1.1,92.79,-41.0,3.674,4963.6,yes,0,0,1,middle_age,0.410041841004184
36,services,married,university.degree,no,yes,no,cellular,may,thu,1,999,2,nonexistent,-0.1,94.133,-42.1,1.762,4963.6,no,1,1,0,middle_age,0.3640167364016735
43,blue-collar,single,basic.4y,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-1.1,93.363,-27.4,1.667,5008.7,no,0,0,0,middle_age,0.9790794979079498
24,management,married,university.degree,no,no,no,cellular,may,tue,4,999,0,nonexistent,-3.4,93.672,-38.8,3.562,5008.7,no,0,0,0,young,0.502092050209205
51,services,single,professional.course,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,94.192,-50.6,4.478,4963.6,yes,0,1,0,senior,0.008368200836819906
37,technician,married,basic.4y,unknown,no,no,cellular,feb,wed,2,999,0,nonexistent,1.1,93.186,-34.1,1.878,5195.8,no,0,0,0,middle_age,0.6987447698744769
33,technician,divorced,high.school,unknown,yes,no,telephone,may,fri,5,999,0,success,-3.4,94.587,-36.9,4.064,5017.5,no,0,1,1,young_adult,0.5815899581589958
52,management,single,basic.4y,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.1,93.51,-47.0,4.541,5195.8,no,0,1,0,senior,0.15899581589958148
31,services,single,university.degree,no,yes,no,cellular,may,fri,3,999,1,success,-2.9,94.007,-33.9,1.565,5099.1,yes,1,1,1,young_adult,0.7071129707112971
23,management,married,illiterate,no,yes,no,telephone,sep,tue,1,999,0,nonexistent,1.1,94.139,-50.3,4.681,5017.5,no,0,1,0,young,0.020920502092050212
21,management,married,university.degree,no,yes,no,cellular,jul,mon,4,999,1,nonexistent,-0.1,93.136,-33.5,1.883,5176.3,yes,1,1,0,young,0.7238493723849372
47,admin.,married,basic.9y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,1.4,92.863,-47.2,1.595,5008.7,no,0,0,0,middle_age,0.1506276150627613
24,blue-collar,single,professional.course,no,yes,unknown,cellular,may,wed,5,999,0,nonexistent,-1.8,94.57,-27.3,2.225,4963.6,no,0,1,0,young,0.9832635983263598
61,management,married,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.005,-38.6,1.641,5228.1,no,0,1,0,senior,0.510460251046025
18,blue-collar,married,professional.course,no,yes,no,telephone,jun,wed,6,999,0,nonexistent,-0.1,92.482,-50.5,3.159,5017.5,no,0,1,0,young,0.012552301255230007
60,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,-3.4,93.473,-30.8,2.719,5191.0,no,0,1,0,senior,0.8368200836820082
42,services,married,university.degree,no,no,no,telephone,oct,wed,3,999,1,nonexistent,-0.1,94.317,-31.1,3.589,5228.1,no,1,0,0,middle_age,0.8242677824267781
38,admin.,single,university.degree,unknown,no,no,cellular,jun,fri,5,999,0,nonexistent,-1.8,92.925,-32.6,3.829,5076.2,no,0,0,0,middle_age,0.7615062761506275
33,management,married,university.degree,no,no,no,telephone,sep,fri,1,999,0,nonexistent,-1.1,93.468,-37.9,0.995,5228.1,no,0,0,0,young_adult,0.5397489539748954
44,management,married,basic.4y,no,yes,no,cellular,jun,thu,1,999,0,failure,-1.8,93.129,-45.6,1.312,5076.2,no,0,1,0,middle_age,0.21757322175732202
39,technician,married,high.school,no,yes,no,telephone,jun,fri,6,999,0,nonexistent,-2.9,92.264,-35.5,4.117,5008.7,no,0,1,0,middle_age,0.6401673640167364
53,management,married,university.degree,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.554,-30.5,0.926,5176.3,no,0,1,0,senior,0.8493723849372384
41,admin.,married,high.school,no,yes,yes,telephone,apr,mon,4,999,0,nonexistent,-1.8,94.246,-39.0,3.54,5228.1,no,0,1,0,middle_age,0.49372384937238484
41,management,married,basic.9y,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-0.1,94.599,-49.2,3.561,5017.5,no,0,1,0,middle_age,0.06694560669456044
35,technician,single,professional.course,no,no,no,telephone,dec,tue,3,999,0,success,-1.8,92.212,-27.5,3.885,5008.7,yes,0,0,1,middle_age,0.9748953974895397
39,unemployed,married,high.school,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,94.411,-34.6,1.598,5099.1,no,0,0,0,middle_age,0.6778242677824267
43,management,married,high.school,unknown,no,no,cellular,aug,fri,4,999,0,nonexistent,-1.8,94.058,-27.3,1.3,5191.0,no,0,0,0,middle_age,0.9832635983263598
19,blue-collar,single,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,-0.1,93.958,-46.3,2.619,5176.3,no,0,1,0,young,0.1882845188284519
23,technician,married,high.school,unknown,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,93.304,-45.9,0.823,5076.2,no,0,0,0,young,0.205020920502092
48,blue-collar,single,basic.4y,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,1.1,93.052,-48.4,4.347,5228.1,no,0,1,0,middle_age,0.10041841004184095
42,retired,single,basic.4y,no,no,no,telephone,may,thu,3,999,0,nonexistent,-2.9,93.255,-45.8,3.928,4963.6,no,0,0,0,middle_age,0.2092050209205021
37,management,married,university.degree,no,yes,no,cellular,jan,fri,2,999,0,nonexistent,1.1,93.744,-48.2,4.536,4963.6,no,0,1,0,middle_age,0.10878661087866086
40,admin.,married,unknown,no,no,no,cellular,jul,mon,2,999,0,nonexistent,-1.1,94.63,-44.3,0.942,5191.0,no,0,0,0,middle_age,0.27196652719665276
44,entrepreneur,married,university.degree,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,-1.1,92.732,-36.9,4.696,5099.1,no,0,1,0,middle_age,0.5815899581589958
33,blue-collar,married,high.school,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.1,94.699,-31.2,3.972,5076.2,no,0,0,0,young_adult,0.8200836820083681
30,self-employed,single,university.degree,no,yes,no,telephone,mar,fri,5,999,0,nonexistent,-1.1,92.799,-48.5,1.131,5099.1,no,0,1,0,young_adult,0.09623430962343085
42,technician,married,professional.course,no,no,yes,cellular,may,tue,4,999,0,nonexistent,-3.4,94.371,-47.0,1.096,5017.5,no,0,1,0,middle_age,0.15899581589958148
28,blue-collar,married,university.degree,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-3.4,93.895,-43.9,4.604,4963.6,no,0,1,0,young_adult,0.28870292887029286
44,technician,married,university.degree,no,yes,yes,cellular,may,wed,1,999,0,failure,1.1,94.113,-42.6,2.69,5228.1,no,0,1,0,middle_age,0.34309623430962327
19,admin.,divorced,high.school,no,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,94.335,-29.5,5.04,5099.1,no,0,0,0,young,0.8912133891213389
52,management,divorced,high.school,no,no,no,cellular,may,tue,1,999,0,nonexistent,-0.1,92.231,-45.4,3.435,5176.3,no,0,0,0,senior,0.2259414225941422
45,admin.,single,basic.9y,yes,yes,no,cellular,oct,fri,5,25,0,nonexistent,-0.1,94.059,-47.7,3.668,5195.8,no,0,1,0,middle_age,0.12970711297071108
43,technician,married,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-0.1,94.756,-29.9,2.698,5176.3,no,0,1,0,middle_age,0.8744769874476988
51,services,married,university.degree,no,no,no,cellular,aug,thu,1,999,1,nonexistent,-0.1,93.47,-29.7,2.561,5017.5,no,1,0,0,senior,0.8828451882845187
59,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,-0.1,93.591,-32.0,4.171,5195.8,no,0,1,0,senior,0.7866108786610878
52,technician,single,university.degree,no,no,no,cellular,may,tue,9,999,0,nonexistent,-0.1,92.473,-41.7,2.613,5008.7,no,0,0,0,senior,0.3807531380753136
18,retired,married,high.school,unknown,no,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.075,-29.0,2.832,5191.0,no,0,0,0,young,0.9121338912133891
24,technician,single,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,-0.1,93.773,-40.3,2.358,5176.3,no,0,0,0,young,0.43933054393305443
32,services,married,basic.4y,no,yes,yes,telephone,jan,fri,9,999,1,nonexistent,-1.1,92.509,-31.9,1.5,5008.7,no,1,1,0,young_adult,0.7907949790794979
40,technician,single,high.school,unknown,yes,no,telephone,feb,mon,1,999,0,nonexistent,-1.1,93.056,-40.4,4.379,5076.2,no,0,1,0,middle_age,0.4351464435146443
46,management,married,high.school,no,yes,no,telephone,aug,thu,4,999,0,nonexistent,-2.9,93.094,-39.3,1.608,5017.5,no,0,1,0,middle_age,0.48117154811715485
31,blue-collar,married,professional.course,no,yes,yes,cellular,may,thu,3,0,0,nonexistent,1.4,94.287,-30.2,1.965,4963.6,no,0,1,0,young_adult,0.8619246861924685
42,management,married,basic.4y,no,no,no,cellular,may,wed,5,999,0,nonexistent,1.4,93.581,-50.8,3.249,5017.5,no,0,0,0,middle_age,0.0
30,blue-collar,married,unknown,no,yes,no,cellular,apr,fri,2,999,0,success,-3.4,93.624,-44.3,2.073,5191.0,no,0,1,1,young_adult,0.27196652719665276
32,management,married,high.school,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,1.1,92.925,-35.4,2.193,5176.3,no,0,1,0,young_adult,0.6443514644351465
23,management,married,university.degree,no,no,yes,telephone,aug,thu,3,999,0,nonexistent,-1.8,93.005,-28.8,0.651,5017.5,no,0,1,0,young,0.9205020920502092
28,retired,married,high.school,unknown,no,no,cellular,aug,wed,2,999,0,nonexistent,-1.8,93.359,-50.5,4.167,5008.7,no,0,0,0,young_adult,0.012552301255230007
23,admin.,divorced,basic.6y,no,unknown,no,cellular,jun,thu,1,999,0,nonexistent,-0.1,94.297,-39.7,2.815,5176.3,no,0,0,0,young,0.4644351464435144
28,blue-collar,single,university.degree,no,unknown,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.014,-38.5,1.5,5191.0,no,0,0,0,young_adult,0.5146443514644351
52,management,married,university.degree,no,no,yes,cellular,nov,fri,3,999,1,nonexistent,-0.1,93.026,-26.9,3.775,5008.7,no,1,1,0,senior,1.0
28,technician,single,high.school,unknown,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.661,-34.1,3.528,5191.0,no,0,1,0,young_adult,0.6987447698744769
71,housemaid,married,high.school,no,no,no,cellular,aug,thu,1,999,1,nonexistent,-0.1,94.356,-47.8,2.294,5017.5,no,1,0,0,elderly,0.12552301255230125
45,management,married,basic.4y,no,no,yes,telephone,jan,thu,1,999,0,nonexistent,-1.8,93.494,-37.5,3.184,5176.3,no,0,1,0,middle_age,0.5564853556485355
42,services,married,professional.course,no,no,no,cellular,may,tue,4,999,0,nonexistent,-3.4,92.53,-47.1,3.575,5099.1,no,0,0,0,middle_age,0.15481171548117137
29,management,married,university.degree,no,yes,no,cellular,sep,mon,4,999,1,nonexistent,1.1,94.55,-33.4,0.907,4963.6,no,1,1,0,young_adult,0.7280334728033473
48,blue-collar,single,basic.4y,no,yes,yes,cellular,may,mon,5,999,0,nonexistent,-1.1,93.41,-42.1,2.476,5228.1,no,0,1,0,middle_age,0.3640167364016735
33,management,married,basic.9y,unknown,no,no,cellular,jul,tue,4,999,0,nonexistent,1.1,94.187,-35.0,2.948,5076.2,no,0,0,0,young_adult,0.6610878661087866
41,blue-collar,single,university.degree,no,yes,no,cellular,jul,fri,4,999,0,failure,1.1,92.312,-29.4,3.825,5099.1,no,0,1,0,middle_age,0.895397489539749
70,technician,single,basic.9y,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-3.4,94.347,-31.9,2.318,5017.5,no,0,0,0,elderly,0.7907949790794979
38,blue-collar,married,professional.course,unknown,no,no,cellular,aug,mon,1,999,1,nonexistent,1.1,92.351,-31.8,1.387,5191.0,yes,1,0,0,middle_age,0.7949790794979078
53,housemaid,single,high.school,no,yes,yes,cellular,mar,tue,4,999,1,nonexistent,-1.1,94.684,-44.1,1.029,5076.2,yes,1,1,0,senior,0.28033472803347265
31,admin.,married,professional.course,no,no,yes,cellular,jul,fri,1,999,0,nonexistent,1.1,94.486,-36.7,4.204,5076.2,no,0,1,0,young_adult,0.5899581589958157
39,blue-collar,single,high.school,no,no,no,cellular,dec,tue,11,999,0,nonexistent,-0.1,92.885,-46.3,2.748,5228.1,no,0,0,0,middle_age,0.1882845188284519
61,services,married,basic.9y,no,yes,yes,telephone,nov,fri,6,999,0,nonexistent,-0.1,92.775,-45.5,1.645,5017.5,no,0,1,0,senior,0.2217573221757321
32,blue-collar,divorced,basic.4y,no,no,no,cellular,aug,tue,2,999,0,nonexistent,-2.9,94.211,-33.9,4.184,5099.1,no,0,0,0,young_adult,0.7071129707112971
61,admin.,single,university.degree,unknown,yes,no,cellular,jun,thu,2,8,0,nonexistent,-1.1,92.59,-41.1,4.215,5017.5,no,0,1,0,senior,0.4058577405857739
48,management,married,university.degree,no,no,no,telephone,jul,wed,2,999,0,failure,1.4,94.429,-29.6,3.507,5008.7,no,0,0,0,middle_age,0.8870292887029287
33,admin.,married,professional.course,no,no,no,cellular,jul,mon,4,999,0,failure,1.4,92.283,-39.2,1.164,5176.3,no,0,0,0,young_adult,0.4853556485355646
47,admin.,married,professional.course,no,yes,no,cellular,jan,tue,4,999,1,nonexistent,1.4,93.873,-49.2,1.973,5195.8,no,1,1,0,middle_age,0.06694560669456044
51,technician,married,basic.9y,no,yes,no,cellular,mar,thu,1,999,0,failure,-0.1,92.868,-40.9,4.527,5099.1,no,0,1,0,senior,0.4142259414225941
47,services,married,basic.4y,no,no,no,telephone,jun,tue,5,999,0,nonexistent,1.1,94.363,-47.6,1.17,5008.7,no,0,0,0,middle_age,0.13389121338912116
21,technician,single,university.degree,no,yes,no,telephone,jan,wed,3,999,0,nonexistent,-1.1,93.169,-27.0,3.724,5099.1,no,0,1,0,young,0.9958158995815899
31,technician,divorced,high.school,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,1.4,93.311,-50.2,1.764,5176.3,no,0,1,0,young_adult,0.025104602510460015
37,self-employed,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.4,92.574,-37.4,0.785,4963.6,no,0,1,0,middle_age,0.5606694560669456
39,admin.,divorced,basic.6y,no,no,no,cellular,may,wed,2,999,0,nonexistent,1.1,93.808,-42.1,3.673,5017.5,no,0,0,0,middle_age,0.3640167364016735
47,services,married,basic.4y,unknown,yes,no,telephone,may,wed,1,999,0,success,-0.1,93.409,-36.3,1.803,5191.0,no,0,1,1,middle_age,0.6066945606694562
42,technician,single,high.school,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,1.4,92.223,-37.9,3.911,5228.1,no,0,1,0,middle_age,0.5397489539748954
23,student,single,university.degree,no,yes,no,telephone,oct,wed,1,999,0,success,1.4,94.076,-28.9,2.253,5195.8,yes,0,1,1,young,0.9163179916317992
44,management,single,university.degree,no,yes,no,cellular,mar,thu,7,999,0,nonexistent,-1.1,92.53,-46.4,1.602,5076.2,no,0,1,0,middle_age,0.1841004184100418
47,blue-collar,married,university.degree,yes,no,yes,cellular,aug,fri,1,999,0,failure,-1.1,93.551,-47.9,4.648,5176.3,no,0,1,0,middle_age,0.12133891213389116
46,technician,married,university.degree,no,yes,no,cellular,jun,thu,2,999,0,nonexistent,-1.8,93.584,-30.0,2.201,5228.1,no,0,1,0,middle_age,0.8702928870292886
52,services,single,university.degree,no,yes,no,telephone,jun,mon,1,999,1,nonexistent,-0.1,92.969,-28.5,4.668,5191.0,no,1,1,0,senior,0.9330543933054393
50,unemployed,single,high.school,no,yes,yes,telephone,aug,tue,4,999,0,nonexistent,-3.4,92.788,-42.3,4.874,5008.7,no,0,1,0,senior,0.3556485355648536
45,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,4,999,0,nonexistent,1.1,93.0,-27.9,2.427,5176.3,no,0,1,0,middle_age,0.9581589958158996
39,blue-collar,married,university.degree,unknown,yes,yes,telephone,jun,mon,5,999,0,nonexistent,-2.9,93.222,-42.6,3.802,5195.8,no,0,1,0,middle_age,0.34309623430962327
20,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,94.598,-36.8,2.383,4963.6,yes,0,1,0,young,0.5857740585774059
45,student,married,basic.9y,no,yes,no,telephone,mar,tue,3,999,0,nonexistent,-0.1,93.918,-34.9,3.53,4963.6,no,0,1,0,middle_age,0.6652719665271967
42,blue-collar,married,basic.9y,no,yes,no,cellular,mar,tue,2,999,0,nonexistent,-2.9,94.678,-27.0,4.039,4963.6,yes,0,1,0,middle_age,0.9958158995815899
43,admin.,married,high.school,no,yes,no,cellular,apr,tue,3,999,0,nonexistent,-3.4,92.419,-46.7,3.45,5076.2,no,0,1,0,middle_age,0.1715481171548115
24,unknown,divorced,high.school,no,yes,yes,cellular,jul,tue,1,999,0,nonexistent,-1.1,92.318,-43.8,1.911,5008.7,no,0,1,0,young,0.29288702928870297
27,admin.,married,basic.9y,no,yes,unknown,cellular,mar,mon,3,999,1,nonexistent,1.4,92.351,-37.7,1.993,5191.0,no,1,1,0,young_adult,0.5481171548117153
52,technician,married,high.school,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,-1.1,94.406,-45.7,4.435,5076.2,no,0,1,0,senior,0.2133891213389119
39,housemaid,married,university.degree,no,yes,yes,telephone,jun,thu,5,999,0,success,-1.8,94.342,-36.9,3.122,5191.0,yes,0,1,1,middle_age,0.5815899581589958
48,technician,divorced,professional.course,no,yes,yes,telephone,oct,tue,2,999,0,success,-1.1,93.325,-32.2,4.611,5008.7,yes,0,1,1,middle_age,0.7782426778242676
40,management,married,university.degree,no,yes,no,cellular,jul,mon,2,999,1,nonexistent,1.1,93.318,-29.8,2.481,5017.5,no,1,1,0,middle_age,0.8786610878661086
40,technician,married,basic.9y,no,yes,yes,telephone,dec,mon,3,999,0,nonexistent,-3.4,93.298,-42.8,1.795,4963.6,no,0,1,0,middle_age,0.3347280334728034
51,technician,single,basic.9y,no,no,no,cellular,feb,wed,4,999,0,nonexistent,-3.4,94.625,-46.7,3.317,5228.1,no,0,0,0,senior,0.1715481171548115
33,admin.,single,professional.course,no,no,no,telephone,jul,fri,2,999,0,nonexistent,-1.1,92.873,-34.4,4.56,5176.3,no,0,0,0,young_adult,0.6861924686192469
41,admin.,married,high.school,no,no,no,cellular,jan,mon,2,999,0,nonexistent,-0.1,94.044,-34.4,2.845,5191.0,no,0,0,0,middle_age,0.6861924686192469
34,blue-collar,married,professional.course,unknown,no,yes,cellular,jul,wed,1,999,0,nonexistent,-0.1,92.483,-40.3,1.859,5076.2,no,0,1,0,young_adult,0.43933054393305443
34,self-employed,single,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,-0.1,92.872,-36.6,1.611,5076.2,no,0,0,0,young_adult,0.5941422594142258
36,technician,married,university.degree,unknown,yes,yes,telephone,jul,wed,1,999,1,nonexistent,-1.8,93.736,-31.7,2.615,5195.8,no,1,1,0,middle_age,0.7991631799163179
42,management,single,university.degree,no,no,no,cellular,may,fri,1,999,1,failure,-0.1,93.735,-33.3,4.402,4963.6,no,1,0,0,middle_age,0.7322175732217574
34,retired,single,high.school,no,yes,no,cellular,apr,fri,6,999,0,nonexistent,-1.1,93.622,-34.7,1.894,5191.0,no,0,1,0,young_adult,0.6736401673640166
55,blue-collar,divorced,basic.9y,no,no,unknown,cellular,jul,mon,4,999,0,nonexistent,-2.9,92.518,-35.0,3.076,5076.2,no,0,0,0,senior,0.6610878661087866
29,student,single,professional.course,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-2.9,94.138,-33.5,1.397,5076.2,yes,0,0,0,young_adult,0.7238493723849372
37,technician,single,basic.6y,no,yes,yes,telephone,apr,thu,1,999,0,failure,-0.1,94.026,-36.3,3.912,5195.8,no,0,1,0,middle_age,0.6066945606694562
34,blue-collar,divorced,basic.9y,unknown,no,no,telephone,oct,fri,2,999,0,nonexistent,1.4,93.948,-48.8,2.659,5176.3,no,0,0,0,young_adult,0.08368200836820085
57,management,divorced,basic.9y,unknown,yes,no,cellular,apr,thu,2,999,0,nonexistent,-2.9,92.533,-36.9,1.686,5099.1,no,0,1,0,senior,0.5815899581589958
42,admin.,divorced,high.school,no,no,yes,cellular,aug,mon,4,999,0,nonexistent,-0.1,92.768,-29.5,3.964,5228.1,no,0,1,0,middle_age,0.8912133891213389
52,management,married,basic.6y,no,no,no,telephone,nov,tue,2,999,0,nonexistent,-1.8,94.538,-49.9,3.845,5008.7,yes,0,0,0,senior,0.03765690376569032
22,management,married,basic.4y,unknown,yes,no,cellular,apr,thu,5,999,0,nonexistent,-1.1,93.439,-41.3,0.782,5191.0,no,0,1,0,young,0.397489539748954
43,blue-collar,married,professional.course,unknown,no,no,cellular,may,wed,1,999,0,failure,-1.8,93.273,-41.4,2.582,5008.7,no,0,0,0,middle_age,0.3933054393305439
50,management,married,professional.course,no,no,no,telephone,may,wed,2,999,1,nonexistent,-0.1,94.44,-44.7,3.25,5099.1,no,1,0,0,senior,0.25523012552301233
40,entrepreneur,single,university.degree,no,no,no,telephone,may,wed,7,999,0,nonexistent,-2.9,92.958,-37.1,1.763,5017.5,no,0,0,0,middle_age,0.5732217573221756
52,management,married,professional.course,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.1,94.321,-46.7,0.882,5228.1,no,0,1,0,senior,0.1715481171548115
33,management,divorced,basic.6y,no,no,yes,cellular,jul,fri,2,999,0,nonexistent,-0.1,93.334,-28.9,1.887,5176.3,no,0,1,0,young_adult,0.9163179916317992
56,admin.,married,basic.9y,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-1.1,93.796,-47.1,4.459,5176.3,no,0,1,0,senior,0.15481171548117137
67,services,married,basic.6y,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.137,-27.7,2.131,5017.5,no,0,1,0,elderly,0.9665271966527197
35,services,married,university.degree,no,yes,yes,cellular,jun,thu,1,999,0,nonexistent,-0.1,94.552,-50.5,4.104,5228.1,no,0,1,0,middle_age,0.012552301255230007
34,housemaid,married,university.degree,no,no,yes,cellular,may,thu,6,999,0,nonexistent,1.4,92.474,-39.1,3.732,5191.0,no,0,1,0,young_adult,0.48953974895397473
57,admin.,married,basic.9y,no,no,no,telephone,oct,mon,7,999,0,nonexistent,1.1,92.758,-49.9,4.862,5099.1,no,0,0,0,senior,0.03765690376569032
58,services,single,high.school,unknown,no,no,telephone,jan,mon,5,999,1,nonexistent,-1.8,92.721,-29.8,4.481,5191.0,no,1,0,0,senior,0.8786610878661086
33,technician,single,unknown,unknown,yes,no,telephone,dec,mon,2,999,0,nonexistent,1.1,92.869,-31.7,4.787,5008.7,no,0,1,0,young_adult,0.7991631799163179
34,blue-collar,married,professional.course,no,no,no,cellular,may,fri,12,999,0,nonexistent,-0.1,93.367,-45.4,0.737,5176.3,no,0,0,0,young_adult,0.2259414225941422
36,blue-collar,married,university.degree,no,yes,no,cellular,jul,tue,4,999,0,nonexistent,-3.4,92.501,-47.5,1.945,5099.1,no,0,1,0,middle_age,0.13807531380753127
